Weight_kg,Speed_kmh,Wheelbase_mm,Type,Weekday,Second
575.75,152.56,2098.47,passenger,Tue,10288.0
1677.14,106.68,3159.22,passenger,Tue,10301.0
1528.39,106.1,3161.74,passenger,Tue,10331.0
1365.72,112.75,2117.75,passenger,Tue,10335.0
1222.59,112.07,2314.96,passenger,Tue,10356.0
1817.65,82.88,3036.75,passenger,Tue,10359.0
1923.89,75.71,2776.99,passenger,Tue,10359.0
1125.86,112.94,2806.88,passenger,Tue,10387.0
1597.81,87.4,2979.8,passenger,Tue,10389.0
983.78,122.71,2315.46,passenger,Tue,10436.0
1782.22,137.38,3324.28,other,Tue,10451.0
1067.62,109.28,2664.75,passenger,Tue,10451.0
1516.04,90.81,2746.87,other,Tue,10456.0
875.99,106.86,2517.18,other,Tue,10457.0
1476.21,96.75,2430.58,passenger,Tue,10539.0
1103.49,119.54,2610.79,other,Tue,10566.0
1528.91,98.81,3426.04,passenger,Tue,10580.0
1753.78,86.23,2272.13,passenger,Tue,10608.0
1603.88,90.36,3183.48,passenger,Tue,10636.0
1666.13,82.08,3165.19,passenger,Tue,10642.0
1685.23,84.94,3294.62,other,Tue,10704.0
757.19,152.86,2385.45,passenger,Tue,10738.0
1275.44,104.76,3493.22,passenger,Tue,10752.0
943.94,138.86,2495.96,passenger,Tue,10784.0
1160.39,139.32,3273.84,passenger,Tue,10789.0
1450.66,80.79,2928.48,passenger,Wed,9.0
1595.66,135.71,2606.69,other,Wed,22.0
1543.62,72.08,2359.5,passenger,Wed,72.0
1415.47,103.06,2068.5,passenger,Wed,93.0
1411.36,93.94,2365.29,passenger,Wed,97.0
2164.9,46.48,2702.27,passenger,Wed,124.0
1766.6,73.92,3078.71,passenger,Wed,141.0
1474.12,96.7,3224.97,passenger,Wed,160.0
1845.38,80.78,2983.35,passenger,Wed,190.0
1566.37,86.13,3107.53,passenger,Wed,220.0
1809.54,110.23,2476.36,other,Wed,248.0
1697.03,95.89,3375.55,passenger,Wed,255.0
1861.68,71.22,2085.2,passenger,Wed,255.0
1377.62,90.94,2700.13,passenger,Wed,258.0
1044.79,113.76,2215.42,passenger,Wed,285.0
2019.24,70.91,2095.51,passenger,Wed,304.0
1490.82,55.0,3422.88,other,Wed,308.0
1307.01,116.06,2440.38,passenger,Wed,314.0
1807.46,62.44,2034.95,other,Wed,351.0
1319.17,112.11,3023.6,passenger,Wed,352.0
1998.29,65.57,2229.77,passenger,Wed,372.0
1474.59,102.41,3351.88,passenger,Wed,378.0
1469.08,93.16,2981.83,passenger,Wed,381.0
1692.84,86.87,2409.95,passenger,Wed,389.0
1520.55,105.92,2260.72,passenger,Wed,393.0
1774.78,94.98,2138.09,passenger,Wed,399.0
1618.39,99.18,3491.47,passenger,Wed,417.0
1489.36,105.58,3379.49,passenger,Wed,446.0
1649.08,95.0,2743.55,other,Wed,462.0
1498.7,96.01,2081.24,passenger,Wed,465.0
1655.53,91.75,3284.08,passenger,Wed,473.0
1492.22,97.46,3080.18,passenger,Wed,478.0
1638.26,92.3,2804.17,passenger,Wed,534.0
1132.59,110.66,2653.7,passenger,Wed,542.0
1518.27,106.35,2528.29,passenger,Wed,546.0
1585.87,96.45,2071.59,passenger,Wed,563.0
1282.14,123.63,3284.54,passenger,Wed,602.0
2219.63,69.44,2203.66,passenger,Wed,602.0
1175.07,114.13,2828.21,passenger,Wed,664.0
1637.7,101.65,3460.3,passenger,Wed,672.0
1611.26,93.54,2128.74,passenger,Wed,680.0
1479.05,106.49,2170.82,passenger,Wed,685.0
1454.85,106.44,2533.72,passenger,Wed,689.0
1070.67,97.97,2265.14,other,Wed,691.0
1482.89,90.45,2727.37,passenger,Wed,704.0
1630.26,99.85,3447.48,passenger,Wed,782.0
1929.56,74.78,3180.03,passenger,Wed,791.0
1627.75,94.02,2236.99,passenger,Wed,826.0
1235.64,119.42,3125.21,passenger,Wed,833.0
1439.43,125.47,2216.14,other,Wed,844.0
986.38,139.72,2845.36,passenger,Wed,921.0
1575.64,91.98,3344.76,other,Wed,925.0
1129.92,120.75,3395.87,passenger,Wed,934.0
1154.36,119.42,2644.02,passenger,Wed,974.0
1216.75,112.28,2989.9,passenger,Wed,977.0
1740.84,77.99,2485.95,passenger,Wed,977.0
1270.77,120.78,2189.81,passenger,Wed,1021.0
1594.07,109.0,3421.77,other,Wed,1056.0
1701.1,119.29,3281.92,other,Wed,1056.0
1231.16,118.79,2313.44,passenger,Wed,1077.0
1349.97,111.24,2873.65,passenger,Wed,1099.0
1110.33,110.29,2449.11,passenger,Wed,1222.0
1779.99,77.35,3426.11,passenger,Wed,1226.0
1420.16,103.43,3073.53,passenger,Wed,1273.0
1447.81,100.91,3134.51,passenger,Wed,1309.0
1462.49,104.71,2650.77,passenger,Wed,1327.0
1760.08,82.92,3338.9,passenger,Wed,1364.0
1785.2,82.59,3033.92,passenger,Wed,1374.0
2253.04,122.75,3339.81,other,Wed,1424.0
1517.46,103.31,2984.12,other,Wed,1426.0
1031.62,117.86,2249.6,passenger,Wed,1436.0
1506.76,100.75,2371.87,passenger,Wed,1481.0
1699.53,74.01,3167.67,passenger,Wed,1492.0
1377.38,106.15,3091.8,passenger,Wed,1504.0
1609.78,99.07,2083.65,passenger,Wed,1504.0
1432.86,99.45,2521.91,passenger,Wed,1532.0
1299.28,112.73,2592.43,passenger,Wed,1564.0
1396.94,108.28,2100.86,passenger,Wed,1620.0
1782.0,69.84,2946.03,other,Wed,1631.0
1563.32,98.27,2063.7,passenger,Wed,1637.0
1724.44,80.19,2848.5,other,Wed,1697.0
1800.14,70.83,3454.0,passenger,Wed,1701.0
1832.42,73.27,3409.23,passenger,Wed,1710.0
1278.66,105.09,2685.16,passenger,Wed,1739.0
1440.52,102.37,2569.01,passenger,Wed,1745.0
1319.15,108.56,2514.03,passenger,Wed,1746.0
1887.0,63.93,2749.29,passenger,Wed,1776.0
1238.53,95.7,3260.47,other,Wed,1777.0
1451.09,108.47,2340.38,other,Wed,1781.0
1902.72,67.82,2286.08,passenger,Wed,1829.0
2018.37,63.51,2984.6,passenger,Wed,1834.0
2008.7,62.13,3337.96,passenger,Wed,1836.0
1584.9,92.41,2556.16,passenger,Wed,1916.0
1834.35,79.58,3240.1,passenger,Wed,1949.0
1339.32,98.85,2647.24,passenger,Wed,1967.0
1289.43,118.32,3013.02,passenger,Wed,1969.0
1723.2,105.43,2995.65,other,Wed,1998.0
1664.02,93.17,2325.31,passenger,Wed,2036.0
1565.95,92.01,2564.05,passenger,Wed,2058.0
1407.88,101.84,2692.25,passenger,Wed,2063.0
1758.39,83.64,2049.73,passenger,Wed,2069.0
1155.18,128.59,3048.69,passenger,Wed,2074.0
1099.51,124.3,2718.55,passenger,Wed,2092.0
1784.81,71.06,2053.64,passenger,Wed,2094.0
1662.54,85.24,3476.31,other,Wed,2139.0
1009.98,122.54,3159.46,passenger,Wed,2149.0
1293.96,105.55,3287.66,other,Wed,2154.0
989.61,91.46,2106.17,other,Wed,2163.0
1378.84,120.9,2909.28,passenger,Wed,2165.0
1347.53,104.83,2598.87,passenger,Wed,2213.0
1689.35,83.45,2258.28,passenger,Wed,2231.0
1195.4,103.64,2602.39,other,Wed,2259.0
1484.45,122.09,3484.06,passenger,Wed,2275.0
1495.71,100.57,3494.43,passenger,Wed,2293.0
1279.68,115.85,2629.67,passenger,Wed,2296.0
1196.88,128.63,3125.17,passenger,Wed,2318.0
1539.81,98.7,2520.32,passenger,Wed,2352.0
2411.81,43.77,2769.77,passenger,Wed,2433.0
1375.62,123.27,2194.38,passenger,Wed,2437.0
1720.64,118.98,2671.21,other,Wed,2453.0
1594.21,100.19,2593.13,passenger,Wed,2455.0
1564.88,112.3,2217.71,passenger,Wed,2457.0
2031.42,72.89,2412.69,passenger,Wed,2463.0
1209.28,114.35,2398.71,passenger,Wed,2475.0
951.73,125.96,3065.86,passenger,Wed,2493.0
2171.15,77.0,2181.31,passenger,Wed,2497.0
1497.04,80.23,3433.9,passenger,Wed,2522.0
1494.22,108.42,3468.93,passenger,Wed,2534.0
1872.6,70.67,3309.92,passenger,Wed,2560.0
1920.54,71.77,3147.83,passenger,Wed,2580.0
1642.08,82.89,2189.14,passenger,Wed,2594.0
1890.07,87.84,3334.21,passenger,Wed,2621.0
1635.84,87.99,2868.8,passenger,Wed,2642.0
1156.05,128.64,2610.91,passenger,Wed,2652.0
1534.51,97.68,2203.38,passenger,Wed,2674.0
1568.47,113.43,2920.01,other,Wed,2678.0
774.79,145.7,2229.89,passenger,Wed,2701.0
1366.58,121.93,3379.2,passenger,Wed,2715.0
1749.98,108.34,2137.67,other,Wed,2741.0
1789.88,99.68,3043.96,passenger,Wed,2785.0
1184.04,106.69,2617.51,passenger,Wed,2794.0
1535.38,109.72,2713.82,passenger,Wed,2801.0
1523.46,98.83,2754.79,passenger,Wed,2812.0
1389.48,152.62,2518.98,other,Wed,2830.0
1936.33,80.9,2921.01,passenger,Wed,2872.0
1791.48,94.48,2590.68,passenger,Wed,2891.0
1778.05,75.48,2296.51,passenger,Wed,2920.0
1629.94,105.72,2682.83,passenger,Wed,2926.0
1467.59,110.78,2097.46,passenger,Wed,3015.0
1691.62,88.54,3404.94,passenger,Wed,3039.0
1576.67,105.67,3272.22,passenger,Wed,3086.0
1607.5,87.53,3230.0,passenger,Wed,3113.0
1646.04,61.18,3320.69,other,Wed,3147.0
1730.59,72.96,2393.17,passenger,Wed,3150.0
1134.12,126.44,2938.37,passenger,Wed,3173.0
1501.55,96.55,2845.22,passenger,Wed,3182.0
1505.15,99.33,2003.21,passenger,Wed,3196.0
1773.01,91.85,2211.77,passenger,Wed,3212.0
1666.24,94.73,3126.95,passenger,Wed,3222.0
1259.49,119.11,2966.43,passenger,Wed,3260.0
1571.52,90.84,2228.14,passenger,Wed,3263.0
1705.6,88.11,2277.86,passenger,Wed,3264.0
1492.41,115.27,2462.17,passenger,Wed,3321.0
1461.16,96.87,3121.1,passenger,Wed,3348.0
1355.63,113.32,3425.64,passenger,Wed,3364.0
1375.08,83.74,2786.74,other,Wed,3399.0
1614.25,86.22,3022.83,passenger,Wed,3417.0
1720.81,87.44,2816.82,passenger,Wed,3421.0
1599.18,96.6,2495.7,passenger,Wed,3455.0
886.31,143.96,2848.42,passenger,Wed,3458.0
1301.26,100.92,3419.93,passenger,Wed,3499.0
1383.51,111.28,3466.11,passenger,Wed,3555.0
1545.91,77.69,2219.97,passenger,Wed,3575.0
1141.76,121.83,2428.18,passenger,Wed,3579.0
1599.24,101.42,2373.26,passenger,Wed,3580.0
999.62,126.8,3097.04,passenger,Wed,3595.0
1194.72,117.55,2420.75,passenger,Wed,3624.0
1677.24,92.9,3424.15,other,Wed,3627.0
1804.39,68.56,3087.06,passenger,Wed,3665.0
1535.87,105.18,2514.99,passenger,Wed,3677.0
1702.72,72.91,2382.17,passenger,Wed,3678.0
1416.63,98.67,2779.64,other,Wed,3683.0
1457.68,94.94,2388.19,passenger,Wed,3707.0
1223.14,114.74,2570.37,passenger,Wed,3741.0
972.79,96.5,2248.82,other,Wed,3742.0
1497.55,144.98,2748.49,other,Wed,3749.0
905.22,128.9,2487.08,passenger,Wed,3769.0
1299.26,106.92,2269.82,passenger,Wed,3792.0
1146.18,134.84,2491.89,passenger,Wed,3841.0
1008.41,67.54,2419.83,other,Wed,3844.0
1172.4,97.97,2897.58,other,Wed,3874.0
1938.74,63.19,2654.45,passenger,Wed,3879.0
1167.5,114.46,3307.74,passenger,Wed,3901.0
2314.41,53.53,2275.03,passenger,Wed,3911.0
1763.14,90.69,2453.68,other,Wed,3938.0
1486.55,134.76,2023.11,other,Wed,3938.0
1849.04,75.35,2307.75,passenger,Wed,4011.0
1687.89,84.05,2475.73,passenger,Wed,4015.0
1087.89,133.08,3249.72,passenger,Wed,4041.0
1807.4,80.5,2052.8,passenger,Wed,4096.0
1440.77,107.88,2999.37,other,Wed,4105.0
1384.91,120.13,2124.06,passenger,Wed,4108.0
1287.47,106.14,3045.27,passenger,Wed,4109.0
1378.75,50.88,2653.29,other,Wed,4114.0
2007.52,66.32,2976.07,passenger,Wed,4119.0
1564.52,104.45,2291.49,passenger,Wed,4119.0
773.86,152.41,3193.17,passenger,Wed,4121.0
1719.27,103.93,2578.31,passenger,Wed,4163.0
1589.36,81.69,2379.56,passenger,Wed,4175.0
1674.33,88.37,2023.62,passenger,Wed,4229.0
1313.74,122.68,2391.29,passenger,Wed,4279.0
1685.33,109.47,2675.15,passenger,Wed,4307.0
1856.9,66.74,3007.97,passenger,Wed,4370.0
1931.88,89.23,3130.29,other,Wed,4379.0
1335.78,103.26,2895.02,passenger,Wed,4394.0
1423.47,111.69,3146.75,other,Wed,4414.0
1805.92,49.82,3380.99,other,Wed,4415.0
1420.47,102.88,2619.97,passenger,Wed,4478.0
1544.04,76.38,2156.5,other,Wed,4508.0
1514.86,106.86,2651.23,passenger,Wed,4540.0
1592.16,104.8,2177.16,passenger,Wed,4547.0
1249.48,117.12,2791.13,passenger,Wed,4561.0
2063.95,73.53,2247.03,passenger,Wed,4566.0
1555.5,99.68,2182.68,passenger,Wed,4568.0
1552.36,124.58,3386.18,other,Wed,4613.0
1989.55,74.08,2814.05,passenger,Wed,4613.0
1394.25,96.78,3494.3,passenger,Wed,4617.0
1710.95,87.21,2148.25,passenger,Wed,4633.0
1170.68,127.63,2716.48,passenger,Wed,4644.0
1742.22,77.39,2624.62,passenger,Wed,4645.0
1600.48,140.91,2680.92,other,Wed,4704.0
1418.0,118.8,3158.05,passenger,Wed,4730.0
1589.04,79.67,3211.86,other,Wed,4767.0
1884.79,74.29,2597.09,passenger,Wed,4774.0
2107.66,75.27,2996.57,passenger,Wed,4789.0
1713.2,84.27,2769.51,passenger,Wed,4840.0
1112.93,125.64,3202.4,passenger,Wed,4855.0
955.8,117.65,3146.1,passenger,Wed,4870.0
1526.93,97.87,3308.44,passenger,Wed,4890.0
1682.4,97.13,2926.03,passenger,Wed,4926.0
1684.76,85.74,3126.73,passenger,Wed,4933.0
1589.61,98.47,2428.43,passenger,Wed,4938.0
2434.93,99.78,2739.89,other,Wed,4939.0
1097.19,128.41,2014.06,other,Wed,4958.0
1931.58,68.52,2572.24,passenger,Wed,4970.0
1300.94,119.42,2903.09,other,Wed,4977.0
1508.61,110.35,2196.02,other,Wed,5001.0
1722.57,82.53,2160.95,passenger,Wed,5014.0
1790.56,72.68,2103.64,passenger,Wed,5019.0
1296.97,114.68,3263.98,passenger,Wed,5055.0
1106.71,130.29,2677.79,passenger,Wed,5069.0
1534.34,99.69,2355.51,passenger,Wed,5093.0
1599.08,103.93,3449.04,passenger,Wed,5099.0
1372.36,117.92,2691.74,passenger,Wed,5114.0
1550.48,98.95,2362.25,passenger,Wed,5118.0
1478.13,108.24,3202.15,passenger,Wed,5136.0
1638.05,68.61,2429.25,passenger,Wed,5162.0
1810.4,78.8,2796.07,passenger,Wed,5170.0
993.11,112.13,2170.96,passenger,Wed,5179.0
1249.61,116.36,3458.52,passenger,Wed,5201.0
1436.46,102.59,2453.19,passenger,Wed,5218.0
2161.04,99.96,2951.87,other,Wed,5225.0
1066.52,134.28,2566.41,passenger,Wed,5231.0
1881.8,87.26,3091.74,passenger,Wed,5238.0
1729.77,94.65,2623.0,passenger,Wed,5241.0
1122.12,107.07,2997.12,passenger,Wed,5281.0
2183.81,69.13,2455.96,passenger,Wed,5307.0
1309.99,109.74,2145.81,passenger,Wed,5310.0
1518.74,94.15,2101.54,passenger,Wed,5312.0
1597.81,125.71,3012.92,passenger,Wed,5326.0
1776.56,89.87,2135.14,passenger,Wed,5339.0
1864.31,79.61,2764.38,passenger,Wed,5427.0
2070.22,65.92,2975.62,passenger,Wed,5436.0
1249.99,126.52,2619.67,passenger,Wed,5453.0
911.01,128.93,2632.71,passenger,Wed,5456.0
943.16,123.71,2391.56,passenger,Wed,5467.0
1166.14,99.26,3220.05,other,Wed,5509.0
1737.34,124.32,3290.45,other,Wed,5535.0
1859.25,82.21,2738.3,passenger,Wed,5546.0
1920.84,70.1,2547.24,passenger,Wed,5547.0
1395.54,105.35,2475.16,passenger,Wed,5557.0
789.79,134.93,2986.66,passenger,Wed,5558.0
862.22,96.74,2370.34,other,Wed,5597.0
1197.13,117.73,2785.06,passenger,Wed,5600.0
1508.53,103.83,3056.14,passenger,Wed,5610.0
1826.61,84.54,2029.68,passenger,Wed,5619.0
1106.05,87.06,3209.34,other,Wed,5625.0
2008.19,77.59,3041.74,passenger,Wed,5688.0
1483.04,84.42,3206.29,passenger,Wed,5697.0
1742.66,75.05,2536.94,passenger,Wed,5706.0
1639.11,93.48,2909.68,passenger,Wed,5712.0
840.54,136.24,2585.68,passenger,Wed,5721.0
1568.91,96.74,2966.28,passenger,Wed,5730.0
1753.99,80.65,2851.01,passenger,Wed,5730.0
1531.6,136.93,2490.46,other,Wed,5768.0
1013.17,129.76,3348.6,passenger,Wed,5799.0
1479.51,99.59,2585.56,passenger,Wed,5831.0
1318.26,121.56,2922.22,passenger,Wed,5853.0
2056.99,101.25,2808.94,other,Wed,5857.0
1203.42,117.21,3454.45,passenger,Wed,5863.0
1422.68,104.33,2725.58,passenger,Wed,5879.0
1033.59,132.06,3118.21,passenger,Wed,5912.0
1790.1,122.65,2541.62,other,Wed,5914.0
1814.12,75.1,2147.6,passenger,Wed,5946.0
1282.53,101.53,3398.61,passenger,Wed,5962.0
1954.12,66.15,3490.02,passenger,Wed,5966.0
1423.02,102.08,2674.64,passenger,Wed,6034.0
1568.55,106.53,2292.02,passenger,Wed,6037.0
1704.99,83.89,3289.34,passenger,Wed,6074.0
1616.95,90.28,2403.65,passenger,Wed,6081.0
2339.7,46.26,2653.99,passenger,Wed,6103.0
1419.72,99.69,3159.54,passenger,Wed,6144.0
1712.28,94.53,3414.77,passenger,Wed,6178.0
1717.23,88.26,3401.53,passenger,Wed,6181.0
1348.29,106.36,2897.96,passenger,Wed,6195.0
1118.15,73.9,2008.01,other,Wed,6216.0
1529.75,100.75,3002.45,passenger,Wed,6230.0
1629.25,92.07,3266.01,passenger,Wed,6248.0
1422.89,107.64,2524.06,passenger,Wed,6252.0
1208.29,121.02,2459.8,passenger,Wed,6253.0
1962.72,61.8,2829.91,passenger,Wed,6292.0
1589.96,96.56,3013.98,passenger,Wed,6349.0
1641.47,95.43,3315.19,passenger,Wed,6383.0
1867.22,69.51,3059.02,passenger,Wed,6388.0
1502.11,109.94,2771.62,passenger,Wed,6528.0
1479.05,100.51,2944.08,passenger,Wed,6532.0
1483.79,89.15,3460.4,passenger,Wed,6541.0
1380.28,108.86,3244.77,passenger,Wed,6550.0
865.27,69.59,2476.18,other,Wed,6607.0
1844.63,74.25,2501.76,passenger,Wed,6629.0
1563.11,100.22,2832.8,passenger,Wed,6641.0
1458.55,83.13,2665.81,passenger,Wed,6653.0
1263.83,114.17,2623.33,passenger,Wed,6676.0
1711.59,82.58,3254.94,passenger,Wed,6737.0
1169.22,131.4,3240.35,passenger,Wed,6766.0
1668.98,85.62,2121.92,passenger,Wed,6804.0
1194.63,113.29,3018.91,passenger,Wed,6805.0
1452.3,69.35,2205.47,other,Wed,6827.0
1387.45,99.23,2794.25,passenger,Wed,6905.0
1775.16,90.13,2201.22,passenger,Wed,6921.0
1287.69,112.29,3150.25,passenger,Wed,6934.0
1824.25,85.25,2443.94,passenger,Wed,6951.0
1229.51,115.38,2931.23,passenger,Wed,6952.0
1687.33,85.68,3061.79,other,Wed,6959.0
1383.94,105.37,3020.72,passenger,Wed,7010.0
1428.27,110.63,2748.36,passenger,Wed,7020.0
1602.5,99.96,2438.8,passenger,Wed,7035.0
1008.18,108.22,2515.97,other,Wed,7039.0
1625.41,96.02,2581.19,other,Wed,7082.0
842.59,127.0,2202.45,passenger,Wed,7112.0
1138.35,116.69,2689.12,passenger,Wed,7194.0
1163.72,109.14,3310.75,passenger,Wed,7214.0
1439.82,103.06,2558.91,passenger,Wed,7246.0
1315.19,114.85,2038.42,passenger,Wed,7282.0
1878.35,110.32,2350.31,other,Wed,7354.0
1275.39,103.52,3305.54,passenger,Wed,7370.0
1498.66,96.95,2655.5,passenger,Wed,7372.0
1680.45,109.53,2145.46,other,Wed,7408.0
1111.53,115.01,3128.25,passenger,Wed,7412.0
1542.7,146.34,2888.79,other,Wed,7424.0
1830.42,85.82,3032.42,passenger,Wed,7431.0
2474.38,49.17,2186.52,passenger,Wed,7441.0
1409.4,88.85,2220.27,other,Wed,7444.0
1659.58,102.15,2874.72,other,Wed,7453.0
1546.26,108.82,2450.86,passenger,Wed,7464.0
1527.51,103.95,2951.26,passenger,Wed,7475.0
1357.95,106.51,2118.86,passenger,Wed,7476.0
1526.11,90.01,3097.92,passenger,Wed,7498.0
1739.86,90.89,3063.05,passenger,Wed,7518.0
1217.16,112.06,2384.89,passenger,Wed,7533.0
1465.42,102.21,2910.15,passenger,Wed,7547.0
1588.69,105.08,2920.11,other,Wed,7597.0
1448.69,102.95,3072.03,passenger,Wed,7620.0
1887.07,86.83,2462.74,passenger,Wed,7625.0
1492.14,114.67,2443.65,other,Wed,7631.0
1569.58,81.07,2447.43,passenger,Wed,7636.0
1051.4,143.28,2542.84,passenger,Wed,7649.0
1115.11,118.62,3292.17,passenger,Wed,7649.0
1329.41,114.52,3222.54,passenger,Wed,7665.0
1805.48,105.03,2344.43,other,Wed,7700.0
1268.72,122.72,2413.33,passenger,Wed,7706.0
1315.15,126.39,2766.46,passenger,Wed,7725.0
1619.99,98.58,3133.9,passenger,Wed,7736.0
1614.61,106.24,3111.5,other,Wed,7765.0
1463.3,106.0,2596.24,passenger,Wed,7769.0
1413.38,96.85,3140.42,passenger,Wed,7778.0
1401.79,91.57,2696.46,other,Wed,7797.0
1266.27,105.75,2754.05,passenger,Wed,7804.0
1915.66,99.21,3474.35,other,Wed,7892.0
1240.4,110.85,2621.08,passenger,Wed,7921.0
1807.76,78.71,2976.73,passenger,Wed,7922.0
2125.18,70.68,2565.91,passenger,Wed,7922.0
1511.86,106.61,2814.48,passenger,Wed,7929.0
1841.11,80.36,2257.34,passenger,Wed,7948.0
1551.26,100.59,3398.21,other,Wed,7952.0
1438.95,92.46,3430.75,passenger,Wed,7964.0
1289.86,111.59,2140.66,passenger,Wed,7968.0
1091.97,125.78,2427.54,passenger,Wed,7969.0
1100.87,127.08,2303.03,passenger,Wed,8003.0
2105.2,119.97,2129.33,other,Wed,8013.0
1960.72,60.5,2702.7,passenger,Wed,8023.0
1233.08,93.45,3074.96,other,Wed,8055.0
1805.19,79.68,3195.41,passenger,Wed,8060.0
1252.43,120.32,2129.12,passenger,Wed,8079.0
1537.17,90.78,2143.65,passenger,Wed,8100.0
1847.7,74.72,2580.49,passenger,Wed,8120.0
1428.79,110.97,3034.16,passenger,Wed,8139.0
1140.93,115.11,2766.02,passenger,Wed,8145.0
1822.14,98.97,2051.32,passenger,Wed,8152.0
1956.96,116.42,2434.11,other,Wed,8179.0
1241.01,107.82,2666.82,passenger,Wed,8217.0
1343.4,114.57,2829.37,passenger,Wed,8273.0
1474.88,122.83,2123.57,other,Wed,8284.0
1933.64,74.48,2966.87,passenger,Wed,8325.0
1402.44,105.13,2949.64,passenger,Wed,8370.0
1987.33,65.84,2774.72,passenger,Wed,8386.0
1691.01,95.38,2204.75,passenger,Wed,8408.0
1773.22,68.64,2483.4,passenger,Wed,8434.0
1502.43,103.31,2923.61,passenger,Wed,8469.0
1677.27,97.98,2597.19,passenger,Wed,8499.0
1364.89,113.65,2093.69,passenger,Wed,8517.0
1054.6,115.08,3196.16,passenger,Wed,8522.0
1368.61,102.61,2412.83,passenger,Wed,8525.0
1660.67,101.97,2079.34,other,Wed,8560.0
1102.48,132.85,2555.35,passenger,Wed,8569.0
1518.24,90.3,2226.27,passenger,Wed,8581.0
1675.56,78.31,2154.36,passenger,Wed,8602.0
1816.13,79.06,2726.31,passenger,Wed,8620.0
1849.55,72.78,2344.64,passenger,Wed,8627.0
1306.08,124.89,3033.57,passenger,Wed,8658.0
1418.83,105.02,3449.67,passenger,Wed,8709.0
1954.46,60.23,2384.72,passenger,Wed,8736.0
1456.9,109.17,2116.59,passenger,Wed,8767.0
1410.15,109.53,2082.73,passenger,Wed,8769.0
1821.66,74.9,3122.46,passenger,Wed,8843.0
2304.62,85.37,2493.89,other,Wed,8888.0
2044.5,57.88,3045.9,passenger,Wed,8900.0
1337.23,123.73,2698.04,passenger,Wed,8920.0
2077.58,101.68,3398.39,other,Wed,8962.0
2130.45,55.81,2670.13,passenger,Wed,8983.0
1313.81,113.79,2495.17,passenger,Wed,9000.0
1918.01,73.0,2200.4,passenger,Wed,9006.0
1455.22,100.69,2612.47,passenger,Wed,9029.0
1252.82,129.09,2373.81,passenger,Wed,9038.0
1099.35,119.75,2483.64,passenger,Wed,9090.0
1431.41,106.3,3144.51,passenger,Wed,9106.0
1326.42,95.21,3324.46,passenger,Wed,9112.0
1341.86,113.8,3217.11,passenger,Wed,9114.0
2004.86,50.22,3294.76,passenger,Wed,9120.0
1771.16,90.81,2987.9,passenger,Wed,9131.0
1178.66,108.92,2132.77,passenger,Wed,9137.0
1360.97,104.19,3186.12,passenger,Wed,9144.0
1421.42,113.73,2640.72,passenger,Wed,9151.0
988.14,139.92,2152.62,passenger,Wed,9179.0
1887.54,78.05,2563.45,passenger,Wed,9224.0
1491.12,100.99,3405.2,passenger,Wed,9236.0
1788.17,85.37,3012.96,passenger,Wed,9259.0
1079.17,80.37,2479.71,other,Wed,9277.0
1174.85,94.58,2449.93,other,Wed,9367.0
1590.25,120.29,2058.91,other,Wed,9395.0
1166.75,135.89,3415.04,passenger,Wed,9414.0
1556.13,106.17,2168.22,passenger,Wed,9423.0
1426.09,121.34,2950.63,passenger,Wed,9509.0
1911.34,89.64,2500.94,passenger,Wed,9521.0
1357.38,104.47,2483.58,passenger,Wed,9567.0
1663.36,75.13,3292.42,passenger,Wed,9576.0
1312.26,83.58,2045.86,passenger,Wed,9608.0
1458.57,114.77,2513.45,passenger,Wed,9626.0
1580.02,92.7,3325.89,passenger,Wed,9632.0
1958.83,65.8,3323.41,passenger,Wed,9633.0
1494.83,109.82,2922.23,other,Wed,9634.0
1606.02,103.09,2631.48,passenger,Wed,9665.0
1420.88,131.97,2443.2,other,Wed,9700.0
2171.11,43.56,3317.78,passenger,Wed,9711.0
1937.34,62.58,3345.82,passenger,Wed,9766.0
1448.0,102.36,2013.93,passenger,Wed,9766.0
1424.23,122.7,2112.07,passenger,Wed,9773.0
1507.64,108.63,2870.76,passenger,Wed,9776.0
1991.03,80.44,2930.67,passenger,Wed,9777.0
1238.99,92.9,3323.13,other,Wed,9804.0
1648.34,95.51,3205.51,passenger,Wed,9817.0
2096.0,66.98,3237.89,passenger,Wed,9878.0
1301.37,109.3,3326.69,passenger,Wed,9881.0
1957.35,114.55,2249.71,other,Wed,9892.0
1159.84,134.39,2094.09,passenger,Wed,9916.0
1662.78,100.73,3145.36,other,Wed,9931.0
1357.82,125.18,3373.25,passenger,Wed,9950.0
1213.27,115.24,2712.2,passenger,Wed,9971.0
1558.38,105.08,2764.58,passenger,Wed,9978.0
1580.16,90.76,2408.3,passenger,Wed,9980.0
1012.88,134.98,3362.51,passenger,Wed,9998.0
1499.13,97.5,2539.61,passenger,Wed,10000.0
1248.92,113.19,3404.79,passenger,Wed,10021.0
1368.59,111.73,2006.54,passenger,Wed,10032.0
1399.56,98.39,3073.68,passenger,Wed,10047.0
1235.16,105.39,2024.47,other,Wed,10076.0
1738.19,75.38,2405.16,passenger,Wed,10093.0
1221.39,115.44,2465.41,other,Wed,10119.0
1468.92,90.08,2991.54,passenger,Wed,10126.0
1303.89,112.0,2247.27,passenger,Wed,10145.0
546.11,166.17,2140.83,passenger,Wed,10175.0
1767.86,78.28,2136.42,passenger,Wed,10178.0
